"born_CH","since","male","kids","unemployed","refugee","married","percent_novotes_rounded","origin_region","application_decade","age","education","local_language","integration_level","skill_level"
0,18.9999997615814,0,1,NA,0,0,43,"Norther & Western Europe","1970s","41–60 years","low",NA,"assimilated",NA
1,20,0,0,0,0,0,51,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","indistinguishable from Swiss","high"
0,15,1,1,0,1,1,48,"Asian Countries","1990s","41–60 years",NA,NA,"familiar with Swiss customs and traditions","low"
0,15,0,1,0,0,1,56,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
0,17.0000004768372,1,1,0,0,1,42,"Former Yugoslavia and Turkey","1990s","21–40 years","low","good","integrated","low"
0,11.0000002384186,0,0,0,1,0,44,"Central & Eastern Europe","1990s",NA,"low","perfect","assimilated",NA
0,15,1,1,0,0,1,49,"Central & Eastern Europe","1990s","41–60 years","low","sufficient","familiar with Swiss customs and traditions","low"
0,16.0000002384186,1,0,0,0,0,48,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","indistinguishable from Swiss","low"
0,22.0000004768372,0,0,0,0,0,39,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","indistinguishable from Swiss","high"
0,17.9999995231628,0,0,0,0,0,57,"Central & Eastern Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions",NA
0,24.0000009536743,1,0,0,0,0,42,"Southern Europe","1990s","21–40 years","low","perfect","indistinguishable from Swiss","high"
0,20,1,0,0,0,1,60,"Asian Countries","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,20,1,1,0,0,1,31,"Southern Europe","2000s","41–60 years","low","perfect","indistinguishable from Swiss","high"
0,20.9999990463257,0,1,0,0,0,46,"Central & Eastern Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","high"
1,22.0000004768372,0,0,0,0,0,48,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
1,17.9999995231628,0,0,0,0,0,57,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated","high"
0,11.0000002384186,0,0,0,0,0,68,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,15,1,0,NA,1,1,31,"Central & Eastern Europe","1980s","21–40 years","low",NA,"assimilated","high"
0,18.9999997615814,1,1,0,0,1,30,"Former Yugoslavia and Turkey","1980s","41–60 years","low","good","assimilated","low"
0,17.9999995231628,1,1,NA,0,1,58,"Central & Eastern Europe","1990s","41–60 years","low",NA,"assimilated","high"
0,18.9999997615814,1,1,NA,0,1,44,"Norther & Western Europe","1970s","21–40 years",NA,NA,"highly assimilated","high"
1,17.9999995231628,0,0,0,0,0,35,"Southern Europe","2000s",NA,"low","perfect","familiar with Swiss customs and traditions",NA
0,8.99999976158142,1,1,NA,0,1,67,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","low"
1,22.0000004768372,0,0,0,0,0,25,"Southern Europe","1990s","21–40 years","low","perfect","highly integrated","middle"
0,16.0000002384186,1,1,0,0,1,51,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","highly integrated","low"
0,20,1,0,0,0,0,69,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","indistinguishable from Swiss","high"
1,30,0,0,0,0,1,36,"Southern Europe","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,17.9999995231628,1,0,0,0,0,51,"Central & Eastern Europe","1990s","21–40 years","low","perfect","integrated","middle"
1,15,1,0,NA,0,0,36,"Southern Europe","2000s",NA,"low","perfect","indistinguishable from Swiss",NA
0,18.9999997615814,1,0,0,0,0,43,"Central & Eastern Europe","2000s","21–40 years","low","perfect","integrated","middle"
0,27.0000004768372,1,1,NA,0,1,28,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"low"
0,18.9999997615814,1,1,0,0,1,66,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"low"
0,20,1,1,NA,0,1,59,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"assimilated","low"
0,12.9999995231628,0,0,0,0,0,64,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","assimilated","high"
1,20,0,0,0,0,0,32,"Southern Europe","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,8.99999976158142,0,0,0,1,0,59,"Central & Eastern Europe","1990s",NA,"low","perfect","assimilated","high"
0,17.9999995231628,1,1,NA,0,1,55,"Former Yugoslavia and Turkey","1980s","41–60 years","low",NA,"assimilated","low"
0,22.9999995231628,1,1,0,0,1,18,"Norther & Western Europe","1970s","41–60 years",NA,NA,"highly assimilated","low"
0,17.9999995231628,1,1,0,0,1,59,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"low"
0,17.9999995231628,1,1,0,0,1,33,"Central & Eastern Europe","1990s","41–60 years","low","perfect","highly integrated","middle"
0,16.0000002384186,0,0,0,0,0,36,"Central & Eastern Europe","1990s",NA,"low","perfect","familiar with Swiss customs and traditions","middle"
0,20,0,1,0,0,1,34,"Southern Europe","2000s","21–40 years","low","perfect",NA,"high"
0,16.0000002384186,1,1,0,0,1,36,"Former Yugoslavia and Turkey","1980s","41–60 years","low",NA,"assimilated","middle"
0,15,1,1,0,0,1,51,"Central & Eastern Europe","1990s","41–60 years","low","perfect","highly integrated","middle"
1,24.0000009536743,0,0,0,0,0,52,"Southern Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,20,1,1,0,0,1,22,"Norther & Western Europe","1970s","41–60 years","low","perfect","highly assimilated","low"
1,18.9999997615814,1,0,0,0,0,55,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","highly integrated","high"
1,22.0000004768372,1,0,0,0,0,54,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","highly integrated","high"
1,25.9999990463257,0,0,NA,0,0,52,"Norther & Western Europe","1990s","21–40 years","low","perfect","highly integrated","high"
0,22.0000004768372,1,1,NA,0,1,67,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"integrated","low"
1,17.0000004768372,0,0,0,0,0,59,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated","high"
0,15,1,1,0,0,1,54,"Central & Eastern Europe","1990s","41–60 years","low","perfect","highly integrated","middle"
0,17.9999995231628,1,1,0,0,1,47,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","highly integrated","low"
1,22.9999995231628,0,0,0,0,0,53,"Southern Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,24.0000009536743,1,1,NA,0,1,65,"Former Yugoslavia and Turkey","2000s","41–60 years","low","good","assimilated",NA
0,15,1,1,0,0,1,54,"Other Non-European Countries","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
0,25.9999990463257,1,1,NA,0,1,52,"Southern Europe","1990s","41–60 years","low","perfect","familiar with Swiss customs and traditions","low"
0,13.9999997615814,1,1,0,0,1,59,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","highly integrated","low"
0,13.9999997615814,1,1,0,0,1,66,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"low"
0,17.9999995231628,0,1,0,0,1,72,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,16.0000002384186,1,0,0,0,1,23,"Norther & Western Europe","1970s","21–40 years","low",NA,"assimilated","low"
0,32.9999995231628,1,0,0,0,0,34,"Southern Europe","1990s","41–60 years","low","perfect","familiar with Swiss customs and traditions","high"
0,13.9999997615814,1,0,NA,0,0,66,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","assimilated",NA
0,15,1,1,0,0,1,35,"Norther & Western Europe","1970s","21–40 years",NA,NA,"highly assimilated","low"
0,25,1,1,0,0,1,65,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,15,1,1,0,0,1,58,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"low"
1,16.0000002384186,0,0,NA,0,0,31,"Southern Europe","2000s",NA,"low","perfect","indistinguishable from Swiss",NA
1,34.0000009536743,0,1,0,0,0,37,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,16.0000002384186,1,0,NA,NA,NA,17,"Other Non-European Countries","1990s","41–60 years","low","perfect",NA,"middle"
0,11.0000002384186,1,1,NA,NA,1,17,"Former Yugoslavia and Turkey","1980s","21–40 years","low",NA,NA,"middle"
0,12.9999995231628,1,1,NA,NA,1,22,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,"middle"
0,24.0000009536743,1,1,NA,NA,1,15,"Norther & Western Europe","1970s","41–60 years","low",NA,NA,"middle"
0,15,1,1,NA,NA,1,16,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"middle"
1,NA,0,0,NA,NA,0,22,"Southern Europe","1990s",NA,"low",NA,NA,NA
0,13.9999997615814,1,1,NA,1,1,30,"Central & Eastern Europe","1990s","41–60 years","low",NA,NA,"high"
0,16.0000002384186,1,0,NA,NA,0,15,"Norther & Western Europe","2000s","41–60 years","low",NA,NA,"high"
0,34.0000009536743,0,1,NA,NA,0,34,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect",NA,"high"
0,16.0000002384186,1,1,NA,NA,0,27,"Asian Countries","1990s","21–40 years","low","perfect",NA,"high"
1,NA,1,0,NA,NA,0,31,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"highly integrated","high"
0,8.99999976158142,1,1,NA,NA,1,22,"Norther & Western Europe","1970s","21–40 years","low","perfect",NA,NA
0,12.0000004768372,0,0,NA,NA,0,27,"Central & Eastern Europe","1990s",NA,"low",NA,NA,NA
0,17.0000004768372,1,1,NA,NA,1,22,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,"middle"
0,15,1,0,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low","good",NA,"low"
0,30,1,1,NA,NA,1,23,"Southern Europe","1990s",NA,"low",NA,NA,"low"
0,20,1,1,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect",NA,"middle"
0,NA,1,0,NA,NA,1,23,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,NA,NA
0,24.0000009536743,1,0,NA,NA,1,24,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,21,"Central & Eastern Europe","1990s","41–60 years",NA,NA,NA,NA
0,13.9999997615814,1,1,NA,NA,1,43,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,16.0000002384186,1,1,NA,NA,1,34,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,NA,1,1,NA,NA,1,25,"Southern Europe","1990s","41–60 years","low",NA,NA,"low"
0,16.0000002384186,1,1,NA,NA,1,31,"Former Yugoslavia and Turkey","2000s","21–40 years","low","good",NA,"high"
0,11.0000002384186,1,0,NA,NA,1,10,"Central & Eastern Europe","1980s","21–40 years","low",NA,NA,"low"
0,13.9999997615814,1,0,NA,NA,NA,50,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,NA,21,"Southern Europe","1980s",NA,"low",NA,NA,"low"
1,NA,0,0,NA,NA,NA,20,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
0,22.9999995231628,1,1,NA,1,1,30,"Central & Eastern Europe","1990s","60+ years","low",NA,NA,NA
0,18.9999997615814,0,0,NA,NA,NA,44,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,NA
1,NA,1,0,NA,NA,NA,21,"Norther & Western Europe","1980s",NA,"low",NA,NA,"low"
1,NA,1,0,NA,NA,0,47,"Former Yugoslavia and Turkey","2000s",NA,NA,"perfect","familiar with Swiss customs and traditions",NA
0,NA,0,0,NA,NA,NA,17,"Southern Europe","1990s","21–40 years",NA,NA,NA,NA
0,15,1,1,NA,NA,1,50,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,"perfect",NA,"low"
0,69.0000009536743,0,0,NA,NA,NA,20,"Norther & Western Europe","1980s","60+ years","low",NA,"highly assimilated",NA
0,22.9999995231628,1,1,NA,NA,1,25,"Norther & Western Europe","1980s","41–60 years",NA,NA,NA,"high"
0,16.0000002384186,1,1,NA,NA,1,51,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
1,NA,1,0,NA,NA,NA,21,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"low"
0,25,1,1,NA,NA,1,25,"Norther & Western Europe","1980s","41–60 years",NA,NA,NA,"middle"
0,16.0000002384186,0,0,NA,NA,NA,48,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","highly integrated","high"
1,NA,1,0,NA,NA,NA,30,"Norther & Western Europe","1990s","60+ years","low",NA,NA,NA
0,13.9999997615814,1,0,NA,NA,NA,44,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,11.0000002384186,1,1,NA,NA,1,16,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
1,NA,1,0,NA,NA,NA,21,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,46,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated",NA
0,24.0000009536743,1,1,NA,NA,1,33,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"middle"
0,12.0000004768372,1,0,NA,NA,NA,32,"Former Yugoslavia and Turkey","1980s","21–40 years","low",NA,NA,NA
1,NA,1,0,NA,NA,NA,20,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,27,"Norther & Western Europe","2000s","21–40 years",NA,NA,NA,NA
0,32.0000004768372,1,1,NA,NA,1,25,"Norther & Western Europe","1990s","41–60 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,NA,29,"Southern Europe","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
1,NA,0,0,NA,NA,NA,23,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,10,1,0,NA,NA,NA,39,"Asian Countries","2000s",NA,"low","perfect",NA,NA
0,37.0000004768372,1,1,NA,NA,1,26,"Southern Europe","1980s","41–60 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,46,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect",NA,NA
1,NA,0,0,NA,NA,NA,20,"Southern Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,NA,21,"Norther & Western Europe","1980s",NA,"low",NA,NA,"low"
1,NA,0,0,NA,NA,0,46,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions",NA
1,NA,1,0,NA,NA,NA,30,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,27.0000004768372,1,1,NA,NA,0,40,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,"middle"
0,16.0000002384186,1,1,NA,1,1,43,"Asian Countries","2000s","41–60 years",NA,NA,NA,"low"
1,NA,0,0,NA,NA,NA,42,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","highly integrated",NA
1,NA,0,0,NA,NA,NA,26,"Southern Europe","2000s","21–40 years","low",NA,"highly integrated",NA
0,71.9999980926514,1,0,NA,NA,NA,13,"Norther & Western Europe","1990s","60+ years","low",NA,NA,NA
0,10,1,0,NA,NA,NA,24,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,NA
0,17.0000004768372,1,1,NA,NA,1,26,"Other Non-European Countries","1980s","21–40 years","low",NA,NA,NA
0,18.9999997615814,1,1,NA,NA,1,48,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"middle"
0,NA,1,0,NA,NA,NA,31,"Other Non-European Countries","1990s","21–40 years",NA,NA,NA,"low"
1,NA,0,0,NA,NA,NA,22,"Norther & Western Europe","1980s",NA,"low",NA,NA,NA
1,NA,0,0,NA,NA,NA,21,"Norther & Western Europe","1980s",NA,"low",NA,NA,NA
1,NA,0,0,NA,NA,NA,20,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
0,24.0000009536743,1,0,NA,NA,1,27,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,69.0000009536743,0,0,NA,NA,NA,20,"Norther & Western Europe","1980s","60+ years","low",NA,"highly assimilated",NA
1,NA,1,0,NA,NA,NA,20,"Southern Europe","1990s","21–40 years","low",NA,NA,NA
0,10,1,0,NA,NA,NA,37,"Asian Countries","2000s",NA,"low",NA,NA,"low"
0,8.00000011920929,0,0,NA,NA,NA,40,"Asian Countries","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
1,NA,0,0,NA,NA,NA,23,"Southern Europe","2000s","21–40 years","low","perfect",NA,"high"
0,13.9999997615814,1,0,NA,NA,NA,42,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","integrated",NA
1,NA,0,0,NA,NA,NA,34,"Southern Europe","2000s","21–40 years","low","perfect","integrated","high"
0,18.9999997615814,1,0,NA,NA,NA,45,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect",NA,NA
1,NA,1,0,NA,NA,NA,24,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
0,17.0000004768372,1,1,NA,NA,1,50,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect","integrated","middle"
0,20,1,0,NA,NA,NA,44,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"high"
1,NA,1,0,NA,NA,NA,21,"Southern Europe","2000s","21–40 years","low",NA,NA,"middle"
1,NA,1,0,NA,NA,NA,41,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect",NA,"low"
1,NA,1,0,NA,NA,NA,22,"Norther & Western Europe","1980s",NA,"low",NA,NA,NA
1,NA,1,0,NA,NA,NA,29,"Southern Europe","2000s",NA,"low","perfect",NA,"low"
1,NA,0,0,NA,NA,0,46,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
1,NA,1,1,NA,NA,1,18,"Southern Europe","2000s","21–40 years",NA,NA,NA,"low"
0,NA,0,1,NA,NA,1,6,"Southern Europe","2000s","60+ years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,18.9999997615814,0,1,NA,NA,1,34,"Former Yugoslavia and Turkey","1990s",NA,NA,"perfect",NA,NA
0,13.9999997615814,1,1,NA,NA,1,43,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,15,1,1,NA,1,1,17,"Asian Countries","1990s","21–40 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,39,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,22.9999995231628,0,0,NA,1,0,22,"Asian Countries","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,12.9999995231628,1,1,NA,NA,1,32,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","middle"
0,13.9999997615814,1,1,NA,NA,1,8,"Southern Europe","1990s","21–40 years",NA,NA,NA,"low"
1,NA,0,0,NA,NA,0,7,"Southern Europe","1990s",NA,"low",NA,NA,"high"
0,12.0000004768372,1,0,NA,NA,1,18,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
0,12.9999995231628,1,1,NA,NA,1,42,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","high"
0,22.0000004768372,1,1,NA,NA,1,26,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,NA,0,1,NA,NA,1,15,"Southern Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions",NA
0,16.0000002384186,1,1,NA,1,1,12,"Asian Countries","1990s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,42,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","low"
0,NA,1,0,NA,NA,0,35,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions",NA
0,NA,1,1,NA,NA,1,40,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,6.99999988079071,1,0,NA,NA,0,47,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","low"
0,16.0000002384186,1,1,NA,1,1,12,"Asian Countries","1990s","60+ years",NA,NA,NA,NA
0,6.99999988079071,1,0,NA,NA,0,37,"Former Yugoslavia and Turkey","1990s",NA,NA,"perfect","familiar with Swiss customs and traditions",NA
0,20.9999990463257,1,1,NA,NA,1,41,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions",NA
0,NA,1,1,NA,NA,1,26,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,22.0000004768372,1,0,NA,NA,1,29,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
0,15,0,0,NA,1,0,16,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
0,NA,1,1,NA,NA,1,13,"Southern Europe","1990s","21–40 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,35,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions",NA
0,6.99999988079071,1,1,NA,NA,1,21,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,NA,0,0,NA,NA,0,33,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,"perfect",NA,NA
0,22.9999995231628,0,0,NA,1,0,22,"Asian Countries","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions",NA
0,12.9999995231628,1,1,NA,NA,1,22,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","middle"
0,15,1,1,NA,NA,1,21,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,16.0000002384186,1,1,NA,NA,1,45,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,"familiar with Swiss customs and traditions","low"
0,8.00000011920929,1,0,NA,NA,0,34,"Former Yugoslavia and Turkey","1990s",NA,NA,NA,"familiar with Swiss customs and traditions",NA
0,12.0000004768372,1,0,NA,NA,0,44,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
0,NA,1,1,NA,NA,1,33,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions","high"
0,NA,1,1,NA,NA,1,25,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,NA,1,0,NA,NA,0,31,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,"high"
0,NA,1,0,NA,NA,0,26,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,17.9999995231628,1,1,NA,NA,1,18,"Southern Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","high"
0,NA,1,0,NA,NA,0,26,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","low"
0,NA,1,1,NA,NA,1,31,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,NA
0,17.9999995231628,0,1,NA,NA,1,21,"Southern Europe","2000s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions",NA
0,22.0000004768372,1,1,NA,NA,1,54,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect",NA,NA
0,20,0,0,NA,NA,0,11,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,"familiar with Swiss customs and traditions","high"
0,24.0000009536743,1,1,NA,NA,1,35,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect",NA,"low"
0,NA,0,0,NA,NA,0,20,"Southern Europe","1990s","21–40 years",NA,NA,NA,"high"
0,17.9999995231628,1,1,NA,NA,1,36,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,18.9999997615814,1,1,NA,NA,1,32,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,"perfect",NA,"low"
0,NA,0,0,NA,NA,0,21,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,8.99999976158142,0,1,NA,NA,1,27,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,15,1,1,NA,NA,1,39,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,"low"
0,22.0000004768372,0,0,NA,NA,NA,10,"Norther & Western Europe","1990s","41–60 years",NA,NA,"familiar with Swiss customs and traditions","high"
0,17.9999995231628,0,1,NA,NA,1,15,"Norther & Western Europe","1990s","21–40 years",NA,"perfect",NA,"low"
0,NA,0,1,NA,NA,0,38,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,"perfect","familiar with Swiss customs and traditions","low"
0,NA,1,1,NA,NA,1,15,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,20,"Central & Eastern Europe","1980s","21–40 years",NA,NA,NA,"high"
0,NA,0,1,NA,NA,1,13,"Asian Countries","1990s","41–60 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,21,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,20,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,NA,0,0,NA,NA,1,18,"Asian Countries","1990s","21–40 years",NA,NA,NA,"low"
0,NA,1,0,NA,NA,NA,18,"Norther & Western Europe","1980s","60+ years",NA,NA,NA,"high"
0,NA,1,0,NA,NA,1,18,"Southern Europe","1980s","21–40 years",NA,NA,NA,"low"
0,NA,1,0,NA,NA,NA,11,"Other Non-European Countries","1980s",NA,NA,NA,NA,NA
0,NA,0,0,NA,NA,NA,11,"Norther & Western Europe","1980s",NA,NA,NA,NA,NA
0,NA,1,0,NA,NA,0,13,"Former Yugoslavia and Turkey","2000s",NA,NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,10,"Norther & Western Europe","1980s","41–60 years",NA,NA,NA,"low"
0,NA,0,0,NA,NA,NA,10,"Southern Europe","1990s",NA,NA,NA,NA,NA
0,NA,1,1,NA,NA,1,12,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,14,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,13,"Other Non-European Countries","1990s","21–40 years",NA,NA,NA,"middle"
0,NA,1,0,NA,NA,0,1,"Southern Europe","2000s","21–40 years",NA,NA,NA,"high"
0,NA,0,0,NA,NA,0,11,"Southern Europe","1990s","21–40 years",NA,NA,NA,"high"
0,NA,0,0,NA,NA,0,2,"Norther & Western Europe","2000s",NA,NA,NA,NA,NA
0,NA,0,0,NA,NA,1,9,"Asian Countries","1990s","21–40 years",NA,NA,NA,"high"
0,NA,1,0,NA,NA,NA,8,"Norther & Western Europe","1980s","41–60 years",NA,NA,NA,"low"
0,NA,0,1,NA,NA,0,14,"Central & Eastern Europe","2000s","41–60 years",NA,NA,NA,"high"
0,NA,1,0,NA,NA,NA,21,"Norther & Western Europe","1980s",NA,NA,NA,NA,NA
